User-ID,Location,Age
14230, usa,30
14232, france,23
14281, usa,37
14326, usa,37
14336, usa,28
14374, usa,57
14387, united kingdom,35
14393,Global,38
14422, usa,37
14423, usa,28
14449, canada,72
14451, portugal,26
14456, canada,27
14521, usa,37
14638, france,33
14667, usa,37
14683, canada,30
14698, usa,37
14744, usa,27
14768, usa,24
14888, usa,53
14897, japan,24
15021, usa,37
15046, canada,25
15049, usa,28
15076, usa,23
15081, usa,25
15144,Global,38
15213, usa,23
15268, usa,35
15361, usa,39
15367, usa,37
15408, usa,34
15418, spain,23
15497, usa,38
15563, canada,33
15589, france,29
15602, usa,21
15651, usa,23
15670, usa,37
15686, canada,36
15819, usa,37
15822, canada,61
15834, usa,15
15845, usa,37
15918, united kingdom,23
15936, usa,59
15945, usa,36
15957, australia,27
16009, usa,25
16010, usa,37
16034, usa,37
16036, usa,37
16046, usa,37
16090, usa,37
16106, usa,44
16110, usa,35
16121, usa,37
16130, usa,34
16133, usa,37
16155, malaysia,47
16161, australia,28
16220, italy,30
16231, canada,32
16246, japan,32
16263, usa,37
16383, united kingdom,24
16417, usa,37
16418, usa,37
16452, canada,36
16488, usa,36
16504, malaysia,28
16510, usa,28
16532, usa,44
16545, usa,37
16551, usa,37
16599, usa,33
16601, usa,40
16634, usa,42
16666, usa,37
16718, usa,29
16721, canada,36
16730, canada,71
16749, usa,64
16755, usa,58
16777, usa,30
16781, usa,37
16795, usa,47
16798, usa,37
16803, usa,37
16805, usa,47
16818, usa,37
16835, usa,28
16871, usa,26
16876, usa,37
16877, usa,37
16908, usa,55
16916, usa,53
16943, australia,33
16949, usa,49
16966, canada,41
16982, new zealand,34
16996, usa,23
16999, usa,48
17003, usa,37
17046, usa,35
17058, usa,35
17159, usa,44
17177, usa,67
17183, spain,23
17190, usa,31
17224, united kingdom,33
17233, usa,54
17282, usa,38
17340, usa,37
17353, usa,37
17391, usa,37
17402, usa,37
17507, ireland,37
17589, usa,46
17596, united kingdom,31
17645, usa,37
17667, usa,33
17703, usa,28
17726, canada,33
17761, usa,37
17842, usa,21
17859, usa,43
17894, usa,47
17906, usa,61
17950, malaysia,32
17970, usa,40
17975, usa,37
18012, iceland,24
18067, malaysia,33
18082, usa,38
18095, usa,30
18096,Global,38
18155, australia,26
18167, usa,34
18172, usa,36
18176, usa,37
18203, usa,37
18250, usa,31
18311, usa,37
18316, usa,37
18323, usa,41
18384, spain,37
18395, usa,44
18401,Global,38
18439, usa,38
18689, usa,37
18702, usa,24
18714, usa,31
18758, united kingdom,35
18850, germany,28
18913, usa,33
18963, usa,37
18979, usa,36
18995, usa,37
19011, new zealand,34
19018,Global,25
19019,Global,38
19031, usa,58
19085, usa,60
19107, usa,45
19145, usa,37
19206, italy,38
19233, usa,37
19336, usa,37
19362, usa,34
19422, usa,37
19429, usa,37
19493,Global,38
19503, usa,61
19522, usa,54
19570, usa,63
19571, usa,37
19573, usa,69
19605, usa,37
19659,Global,38
19664, usa,19
19681, usa,44
19711, usa,37
19725, usa,37
19760, usa,23
19803, usa,37
19842, usa,37
19935, canada,58
19969, usa,44
19972, usa,39
19974, united kingdom,30
20005, usa,22
20032, australia,33
20034, switzerland,33
20060, usa,48
20106, usa,31
20115, usa,32
20119,Global,51
20120, usa,51
20126, usa,44
20147, usa,37
20149, usa,53
20150,Global,38
20172, usa,27
20180, usa,36
20201, usa,31
20230, usa,80
20245, usa,37
20250, usa,36
20265, usa,29
20336, usa,32
20345, canada,22
20347, france,45
20388, usa,40
20409, usa,51
20410, usa,37
20418, usa,21
20448, usa,37
20462, usa,37
20484, usa,37
20501, germany,30
20561, usa,40
20605, usa,37
20622, canada,36
20627, usa,37
20629, usa,37
20680, usa,41
20703, usa,37
20794, usa,31
20804, usa,56
20866, usa,37
20946, canada,36
20961, canada,47
20971, usa,20
20995, usa,58
21011, usa,44
21014, usa,37
21031, usa,36
21049, usa,55
21188,Global,38
21202, usa,67
21207, usa,42
21229, canada,36
21231, usa,37
21252, usa,28
21264, usa,31
21356, usa,56
21364, usa,32
21368, united kingdom,30
21370, usa,36
21404, canada,36
21462, australia,33
21484, usa,21
21515, usa,74
21540, canada,36
21570, usa,55
21576, usa,31
21618, usa,24
21659, usa,31
21660, usa,52
21708, usa,44
21751, usa,42
21774, italy,21
21860, usa,37
21870, usa,37
21875, usa,43
21903,Global,38
21912, united kingdom,0
21930, usa,28
21937, usa,40
21948, usa,37
22023, canada,35
22038, canada,36
22045, usa,37
22062, usa,52
22074, usa,37
22088, usa,45
22089, usa,25
22107, usa,45
22126, canada,31
22154, usa,36
22167, usa,32
22200, india,36
22252, usa,38
22338, usa,33
22362, usa,31
22365, usa,51
22418, usa,37
22464, usa,37
22495, usa,29
22503, usa,18
22504, usa,33
22521, usa,18
22624, usa,28
22625, usa,54
22695, usa,23
22710, germany,33
22773, usa,37
22780, canada,36
22813, canada,36
22818, usa,28
22830, netherlands,38
22881, canada,48
22885, united kingdom,30
22888,Global,38
22900, usa,37
22912, usa,37
22936, usa,23
22964,Global,25
22975, usa,30
23020, usa,28
23038, usa,27
23065, usa,26
23124, italy,22
23128, usa,40
23288, canada,36
23408, usa,37
23459, canada,36
23508, canada,36
23511, usa,56
23547, usa,26
23571, usa,41
23582, usa,37
23585, usa,37
23619, usa,34
23624, canada,36
23652, usa,37
23659, usa,41
23664, usa,37
23666,Global,38
23680,Global,38
23699, usa,25
23703, usa,27
23749, canada,36
23768, usa,45
23771, usa,37
23796, usa,54
23816, usa,41
23847, usa,36
23871, usa,37
23872, usa,22
23881, canada,36
23902, united kingdom,33
23933, usa,43
24052, usa,37
24064, usa,48
24090, usa,59
24105,Global,34
24186, usa,36
24188, usa,37
24194, usa,20
24325, australia,26
24348, usa,37
24379, usa,25
24391, usa,55
24401, italy,38
24427, usa,37
24433, netherlands,37
24452, usa,42
24525, usa,28
24590, usa,37
24627, usa,36
24641, usa,37
24642, canada,35
24685, usa,62
24694, canada,36
24733, usa,32
24771, usa,42
24778, united kingdom,33
24835, usa,51
24846, usa,56
24878, canada,36
24921, usa,29
24926, canada,49
24933, usa,44
24934, usa,37
24945, germany,22
24975, usa,52
24982, usa,37
24995, usa,56
25009, usa,39
25103, usa,29
25105, canada,62
25109, usa,42
25131, usa,37
25153, usa,37
25178, usa,28
25216, usa,33
25217, united kingdom,33
25225, usa,55
25253, usa,47
25261, usa,67
25311, usa,37
25359, usa,38
25373, usa,37
25395, usa,65
25403,Global,38
25409, usa,31
25410, usa,37
25436, france,30
25466, france,33
25533, united kingdom,38
25545, usa,33
25561, usa,60
25583, usa,37
25601, usa,41
25695, usa,32
25700, usa,37
25711, usa,37
25792, canada,29
25827, usa,33
25850, usa,50
25890, usa,37
25919, usa,37
25930, usa,37
25966, usa,37
25981, usa,37
25996, usa,36
26057, canada,18
26070, usa,14
26084, usa,21
26120, united kingdom,31
26124, luxembourg,32
26134, usa,39
26145, usa,24
26182, usa,30
26190, usa,37
26196, usa,17
26231, canada,36
26240, usa,37
26371, canada,65
26374, usa,40
26412, usa,37
26418, usa,29
26473, usa,37
26487, usa,44
26509, usa,37
26516, usa,67
26517, usa,37
26518, usa,37
26521, usa,37
26535, usa,41
26536, usa,37
26538, usa,32
26544, usa,37
26553, usa,37
26579, usa,37
26583, canada,36
26586, usa,60
26593, usa,37
26598, usa,37
26611, usa,37
26615, usa,31
26620,Global,38
26621, usa,37
26624, usa,37
26628, usa,35
26664, australia,15
26711, usa,37
26713, usa,39
26730, usa,13
26756, usa,35
26782,Global,54
26813, italy,28
26883, austria,28
26910, usa,42
26949, united kingdom,33
27091, usa,21
27140, usa,49
27169, usa,37
27172, usa,37
27193, usa,29
27204, usa,18
27265, portugal,32
27313, usa,14
27317, usa,25
27352, usa,37
27383, usa,59
27462, usa,37
27472, usa,41
27551, usa,56
27573, united kingdom,44
27617, canada,32
27647, portugal,27
27704, usa,37
27740, usa,57
27788, new zealand,34
27812, usa,33
27813, usa,34
27821, usa,25
27838, usa,37
27875, usa,37
27888, usa,37
27891, usa,27
27947, usa,28
27956, usa,36
27964, canada,30
28016, usa,31
28056, usa,36
28076, usa,25
28091, usa,128
28096, usa,44
28139, usa,37
28144, usa,37
28150, usa,25
28177, usa,26
28204, canada,61
28222, usa,23
28255,Global,23
28257, usa,71
28269, usa,37
28289, usa,37
28360, usa,15
28373, united kingdom,101
28448, brazil,31
28451, usa,31
28454, usa,50
28492, united kingdom,31
28523, usa,24
28537, germany,29
28539, usa,51
28543,Global,28
28591, usa,33
28592, usa,66
28594, canada,18
28619, usa,37
28634, usa,28
28647, usa,37
28666, usa,31
28667, usa,26
28700,Global,61
28709, usa,37
28731, usa,29
28735, germany,58
28820, usa,37
28865, usa,39
28877, usa,68
28884, canada,38
28899, usa,69
28938, usa,38
29028, usa,28
29070, new zealand,37
29094, usa,37
29101, usa,38
29168, usa,37
29204, usa,37
29209, usa,37
29246, usa,36
29259, usa,39
29279, usa,43
29306, usa,48
29394, usa,37
29408, usa,56
29419, usa,37
29424, canada,36
29497,Global,38
29526, usa,26
29539, brazil,39
29570, slovenia,24
29702,Global,52
29743, usa,22
29789, usa,37
29795,Global,27
29848, canada,37
29855, usa,53
29867, usa,62
29888, usa,65
29915, usa,38
30022, usa,37
30029, usa,37
30035, canada,37
30052, usa,37
30072, usa,11
30081, usa,25
30085, usa,37
30116, canada,49
30120, usa,37
30125, usa,15
30127, usa,37
30131, usa,25
30144, usa,37
30210, usa,27
30245, usa,41
30261, usa,27
30263, usa,37
30273, usa,25
30276, usa,49
30316, usa,37
30319, usa,41
30324, canada,33
30333, usa,37
30341, usa,37
30385, united kingdom,31
30411, united kingdom,33
30426, usa,37
30445,Global,23
30461, usa,37
30471, usa,37
30487, usa,40
30493, usa,38
30495, usa,19
30511, netherlands,35
30531, usa,23
30533, usa,37
30555, usa,22
30560, usa,37
30594, usa,25
30607, usa,37
30645, usa,64
30657, usa,37
30667, usa,24
30711, australia,32
30712, united kingdom,33
30716, usa,23
30735, usa,37
30746, usa,37
30749, usa,37
30770, united kingdom,39
30791, usa,37
30795, usa,24
30806, canada,24
30810, germany,31
30824, usa,45
30838, usa,56
30854, usa,37
30887, usa,38
30898, usa,43
30899, usa,37
30925, usa,41
30939, usa,37
30968, usa,65
30971, usa,67
30972, usa,47
30979, usa,41
30985, usa,37
30989, usa,55
30994, usa,37
31006, usa,37
31008, united kingdom,29
31010, usa,60
31040, usa,37
31049, usa,37
31050, usa,37
31053,Global,42
31080, usa,26
31082, saint lucia,25
31094, usa,37
31102, usa,57
31134, usa,37
31140, usa,40
31144, usa,37
31152, usa,50
31158, usa,33
31226, bulgaria,33
31229, portugal,27
31235, usa,37
31245, usa,34
31250, usa,34
31256, usa,37
31261, usa,37
31308, usa,38
31315, usa,34
31343, usa,75
31355, usa,44
31362, usa,37
31386, usa,38
31391, usa,38
31392, usa,37
31393, usa,37
31398, usa,37
31412, usa,36
31431, usa,37
31446, usa,37
31466, canada,26
31468, usa,33
31471, usa,37
31541, usa,37
31551, usa,37
31556, usa,51
31609, usa,44
31614, usa,37
31652, usa,37
31681, united kingdom,33
31688, usa,37
31695, usa,47
31714, canada,64
31740, usa,37
31742, usa,37
31779, usa,37
31816, usa,36
31822, usa,37
31826, usa,54
31846, usa,37
31860, usa,37
31900, usa,12
31919, usa,52
31948, usa,49
31950, australia,34
31987, usa,36
32034, usa,50
32039, usa,40
32049, usa,33
32076, canada,36
32087, usa,60
32108, usa,37
32122, usa,24
32148, canada,36
32159, usa,37
32188, usa,51
32195, usa,37
32211, usa,37
32223, usa,37
32244, usa,30
32250, canada,29
32275, usa,73
32289, usa,64
32329, usa,30
32440, new zealand,34
32444, canada,22
32483, spain,18
32516, usa,44
32530, usa,36
32541, usa,37
32569, canada,19
32599, usa,17
32627, usa,49
32641, usa,23
32678, netherlands,24
32694, usa,19
32721, france,36
32773, usa,28
32793, canada,22
32802, canada,36
32861, usa,41
32870, usa,37
32963, usa,56
32964, usa,37
32991, usa,56
33030, usa,39
33036, usa,31
33114, spain,44
33124, canada,36
33153, usa,43
33156, usa,37
33163, canada,32
33178, usa,39
33179, antarctica,25
33193, usa,37
33200, usa,44
33264, usa,33
33270, usa,36
33281, usa,20
33283, canada,26
33307, spain,29
33319, canada,24
33345, usa,49
33422, usa,37
33432, usa,24
33459, usa,37
33461, usa,21
33474, usa,37
33487, australia,26
33491, canada,36
33517, united kingdom,47
33570, usa,37
33576, usa,29
33580, usa,27
33614, usa,36
33656, usa,53
33681, usa,47
33816, canada,33
33818, canada,29
33826, usa,37
33832, usa,37
33862, usa,37
33933, usa,35
33943, france,25
33958,Global,38
33967, usa,39
33974, usa,24
33980, usa,18
33999, usa,51
34075, usa,25
34087,Global,38
34115, usa,37
34181, usa,37
34215, australia,28
34227, usa,46
34230, germany,31
34300, canada,35
34377, canada,54
34397, usa,25
34476, usa,37
34501, usa,46
34526, united kingdom,33
34539, usa,29
34581, usa,39
34588, usa,37
34600, canada,37
34608, usa,37
34636, usa,37
34657, usa,70
34752, usa,26
34798, usa,26
34801, usa,47
34837, usa,50
34840, canada,36
34864, france,39
34932, usa,37
34987, usa,37
34988,Global,38
35030, usa,26
35050, usa,33
35072, usa,38
35081, usa,16
35124, usa,33
35144, usa,69
35148, usa,24
35179, france,33
35188, usa,37
35233, usa,37
35257, usa,37
35270, usa,36
35320, australia,24
35407, germany,48
35424, usa,22
35433, switzerland,40
35445, usa,31
35467, usa,51
35532, usa,37
35599, usa,31
35631, usa,37
35704, usa,53
35707, germany,31
35718, germany,32
35793, usa,76
35809, canada,36
35826, usa,37
35836, usa,34
35841, canada,27
35842, usa,37
35845, usa,37
35857, usa,36
35859, usa,37
35865, canada,57
35909, usa,37
35918, usa,37
35922, canada,36
35925, usa,22
35926, usa,36
35931, usa,39
35953, usa,37
35979, usa,35
35996, usa,48
35998, usa,25
36003, malaysia,26
36043, usa,30
36103, usa,37
36135, usa,37
36141, usa,37
36157, usa,37
36200, usa,54
36229, usa,37
36256, usa,39
36288, usa,27
36299, usa,50
36304, usa,56
36307, usa,37
36326, canada,33
36327, usa,37
36357, usa,37
36441, usa,20
36554, usa,48
36562, usa,23
36568,Global,1
36606, usa,39
36609, usa,32
36621, canada,36
36635, usa,30
36673, usa,48
36677, usa,28
36693, usa,50
36715, usa,37
36724, canada,36
36741, canada,24
36749, usa,37
36801, usa,24
36807, usa,27
36811, usa,51
36817, usa,29
36836, usa,56
36839, usa,33
36907, canada,39
36935, usa,62
36938, usa,43
36952, usa,56
36978, usa,37
36992, australia,33
37030, usa,42
37083, usa,29
37147, usa,37
37168, usa,46
37197, usa,37
37208, usa,30
37227, usa,27
37235, portugal,22
37239, usa,37
37244, usa,37
37293, canada,41
37310, usa,33
37311, usa,37
37400, usa,27
37426, usa,55
37447, usa,37
37454, usa,24
37493, usa,37
37511, usa,25
37512, usa,27
37527, france,30
37538, malaysia,24
37556, usa,37
37567, united kingdom,36
37573, usa,33
37584, usa,44
37605, usa,30
37623, usa,32
37644, usa,18
37691, finland,26
37693, canada,31
37712, usa,23
37790, canada,36
37794, usa,51
37817, usa,59
37822,Global,58
37841, usa,37
37874, usa,43
37905, australia,37
37950, canada,36
37968, usa,50
37974, usa,37
37975, usa,37
37979, usa,50
37989, usa,57
38023, usa,30
38034, usa,26
38074, mexico,19
38081, usa,37
38091, usa,28
38176, usa,37
38213, usa,38
38217, japan,31
38229, usa,23
38250, usa,37
38273, usa,37
38281, spain,33
38345, usa,46
38457, usa,37
38464, united kingdom,33
38482, usa,30
38544, usa,34
38549, usa,37
38556, canada,36
38590, usa,31
38626,Global,38
38654, canada,17
38660, canada,40
38679, usa,52
38703, usa,49
38718,Global,38
38725, canada,36
38762, usa,29
38763, usa,23
38781, usa,31
38802, finland,23
38818, united kingdom,28
38887, usa,37
38899, canada,36
38904, usa,43
38933, usa,37
38950, germany,26
38991, usa,68
38995, usa,44
39077, usa,29
39087, usa,57
39106, usa,46
39159, usa,37
39195,Global,38
39219, usa,37
39227, usa,37
39281, usa,45
39284, usa,37
39340, usa,37
39345, usa,47
39353, canada,11
39372, usa,68
39374, usa,37
39385, usa,37
39396, germany,20
39440, canada,40
39441, usa,26
39453, usa,37
39464,Global,38
39467, spain,35
39502, usa,56
39513, canada,36
39523, usa,77
39572, usa,37
39584, usa,32
39616, usa,38
39646, usa,35
39662, usa,46
39700, usa,37
39705, usa,25
39773, usa,49
39928, canada,36
39974, israel,26
40012, new zealand,44
40052, usa,37
40110, usa,37
40134, canada,36
40222, usa,33
40278, usa,45
40299, usa,37
40330, usa,37
40362, usa,37
40415, usa,34
40417,Global,38
40435, usa,24
40450, usa,37
40466, usa,34
40504, usa,37
40505,Global,38
40511, usa,40
40553, usa,37
40612, usa,25
40617, usa,42
40640, canada,39
40647, united kingdom,40
40680, usa,37
40748, canada,29
40772, usa,49
40795, usa,37
40796, usa,37
40798, usa,37
40838, usa,54
40885, usa,26
40888, canada,49
40889, usa,37
40914, usa,28
40922, usa,53
40934, usa,37
40943, usa,40
40958, canada,26
41013, usa,37
41057, canada,51
41058, usa,25
41080, usa,37
41084, usa,36
41086, usa,42
41088, usa,39
41103, malaysia,24
41111, usa,25
41117, usa,34
41123, usa,40
41138, usa,38
41157, usa,33
41177, usa,38
41220, canada,32
41227, germany,40
41245, usa,37
41312, usa,40
41324, usa,37
41364, usa,34
41392, canada,48
41395, canada,36
41403, usa,37
41425, new zealand,31
41449, usa,37
41450, usa,37
41455, canada,36
41589, usa,51
41596, mexico,40
41634, usa,63
41646, usa,37
41667, usa,37
41676, usa,68
41687,Global,38
41700, switzerland,42
41718, usa,43
41757, canada,58
41760, usa,50
41781, usa,54
41837, usa,37
41841, canada,36
41842, usa,37
41911, romania,19
42024, usa,25
42025, finland,29
42093, usa,50
42099, usa,47
42113, usa,40
42123, usa,35
42162, usa,18
42180, usa,30
42206, usa,46
42274, usa,26
42323, usa,37
42333, usa,37
42352, usa,41
42372, usa,21
42400, australia,33
42408, usa,20
42410, usa,37
42419, usa,33
42428, usa,37
42439, usa,57
42450, usa,37
42458, canada,47
42466, canada,38
42482, usa,27
42573,Global,78
42597, usa,52
42611, usa,26
42651, usa,37
42662, usa,44
42714, usa,37
42724, usa,37
42730, usa,25
42739, ireland,33
42759, usa,57
42780, usa,21
42798, usa,15
42803, usa,22
42847, usa,71
42852, usa,24
42883, usa,51
42887, usa,30
42914, usa,26
42935, canada,31
42939, usa,38
42944, usa,48
42948,Global,42
42952, usa,37
43004, usa,45
43006, usa,29
43021, usa,37
43093, usa,22
43157, canada,22
43163, usa,21
43246, canada,36
43282, canada,36
43323, usa,37
43337, usa,41
43359, usa,33
43397, spain,33
43404, usa,43
43418, canada,36
43436, usa,29
43481, usa,57
43486, usa,37
43595, usa,23
43619, usa,26
43626, usa,41
43639, usa,52
43687, usa,27
43698, usa,47
43786, usa,37
43806, usa,31
43807, canada,32
43842,Global,38
43850, germany,34
43852, usa,27
43893, usa,37
43898, usa,27
43901, usa,37
43907, usa,54
43909, singapore,27
43910, usa,43
43920, usa,29
43925, usa,48
43962, australia,23
44021, usa,37
44052, usa,37
44089,Global,38
44091, usa,37
44252, usa,28
44269, usa,57
44295, usa,33
44296, australia,26
44297, new zealand,22
44389, usa,37
44404, usa,37
44450,Global,35
44467, usa,29
44472, canada,14
44535, usa,20
44590, usa,30
44595, canada,39
44611, usa,20
44647, usa,54
44663, malaysia,24
44727, usa,37
44728, usa,31
44743, usa,29
44756, usa,62
44837, usa,37
44842,Global,38
44845, usa,29
44852, usa,39
44893, usa,37
44925, united kingdom,33
44932, usa,42
44985, usa,36
45014, israel,25
45042, usa,38
45064, usa,37
45068, usa,36
45078, usa,52
45107, usa,37
45113, usa,34
45114, canada,36
45119, usa,37
45184, usa,35
45193, usa,17
45230, usa,36
45231, usa,37
45255, usa,35
45287, usa,72
45315, usa,37
45340, usa,37
45359, usa,37
45383, usa,51
45391, usa,23
45412, usa,41
45416, usa,48
45418, usa,51
45444, usa,37
45471, usa,37
45557, usa,33
45564, usa,37
45584, canada,29
45585, usa,37
45641,Global,2
45701, usa,37
45765, usa,52
45778, usa,37
45879, usa,37
45904,Global,38
45911, usa,37
45987,Global,38
46003, usa,27
46050, canada,39
46099, canada,19
46139, usa,59
46145, usa,43
46154, usa,34
46163, usa,36
46197, finland,26
46269, brazil,26
46293, canada,38
46295,Global,38
46297, usa,35
46345, usa,53
46350, usa,37
46351, france,27
46389, usa,55
46398, usa,37
46404, canada,20
46417, usa,37
46443, usa,14
46452, usa,37
46461, usa,37
46472, usa,37
46484, usa,37
46534, usa,37
46541, canada,36
46651, usa,42
46671, usa,49
