User-ID,Location,Age
58151, usa,2
58167, usa,20
58210, united kingdom,23
58255, usa,14
58351, usa,27
58458, united kingdom,23
58641, usa,21
59038, usa,28
59059, usa,19
59305, usa,27
59727, usa,24
59820, usa,24
59912, usa,27
59944, canada,17
59971, usa,27
60041, usa,29
60703, usa,30
60797, united kingdom,24
60858, usa,25
60905, singapore,27
61146, usa,24
61257, usa,25
61296, usa,24
61297, germany,23
61307, usa,21
61348, usa,28
62133, usa,30
62150, canada,26
62172, canada,19
62239, canada,9
62272, usa,30
62316, usa,29
62464, usa,26
62706, usa,28
62891, usa,27
62958, usa,23
62966, usa,23
62968, usa,23
63360, usa,29
63389, usa,25
63394, usa,22
63452, usa,20
63494, usa,23
63545, philippines,28
63625, usa,15
63643, usa,24
63665, switzerland,24
63714, united kingdom,29
63829, usa,20
63923, ireland,21
63956, usa,28
63998, usa,28
64015, canada,28
64111, usa,23
64316, united kingdom,21
64448, netherlands,23
64449, canada,29
65032, usa,17
65038, usa,28
65098, usa,14
65208, usa,30
65497,Global,18
65584, usa,26
65791, usa,29
66073, usa,28
66129, usa,29
66443, canada,29
66473, usa,21
66483, germany,16
66556, usa,23
66574, usa,27
66797, usa,28
66945, usa,26
66964, usa,20
67174, usa,20
67198, usa,13
67288, usa,26
67354, usa,30
67415, usa,29
67544, canada,30
67693, usa,24
67782, usa,12
67829, usa,26
68000, canada,10
68185, usa,22
68256, usa,28
68412, united kingdom,19
68447, usa,19
68598, usa,28
68700, usa,16
68721, canada,30
68846, usa,29
68984, usa,26
69023, usa,25
69089, australia,28
69389, usa,29
69697, usa,24
70052, canada,30
70063, n/a,25
70065, canada,19
70066, usa,17
70183, canada,25
70186, canada,27
70302, usa,24
70401, usa,23
70448, usa,17
70541, germany,26
70543, usa,25
70666, usa,18
71075, usa,26
71102, united kingdom,23
71188, usa,26
71234, usa,30
71261, usa,29
71285, spain,28
71490, usa,23
71662, usa,22
71712, usa,26
71752, usa,20
71786, usa,29
71799, usa,29
71831, usa,21
71853, usa,23
72368, usa,15
72601, germany,24
72707, finland,24
72950, usa,23
72975, usa,21
73127, usa,21
73157, usa,20
73330, usa,29
73363, usa,22
73479, usa,16
73622, usa,27
73681, portugal,27
73691, usa,20
73716, canada,30
73741, usa,30
73923, usa,29
74026, usa,21
74056, usa,24
74093, usa,23
74175, usa,23
74185, usa,28
74187, usa,26
74286, usa,23
74356, usa,28
74493, usa,28
74571, sweden,27
74577, usa,23
74630, canada,20
74709, usa,21
74758, usa,24
74849, usa,2
74892, canada,18
74908, portugal,18
74911, usa,25
75081, usa,29
75096, usa,28
75251, usa,16
75330, usa,21
75429, usa,22
75485, usa,27
75491, usa,26
75498, usa,29
75748, usa,23
75777, china,28
75809, usa,27
75860, usa,30
75875, usa,24
76001, usa,30
76019, united kingdom,28
76223, portugal,25
76241, singapore,25
76253, usa,28
76350, united kingdom,20
76576, usa,17
76741, canada,28
76814, usa,20
76815, canada,22
76873, usa,23
76888, usa,19
76942, usa,25
77052, usa,25
77270, usa,18
77307, usa,19
77320, usa,28
77383, canada,25
77424, canada,29
77491, usa,25
77768, usa,30
77772, usa,13
77809, usa,29
77840, usa,27
77940, malaysia,24
78328, usa,24
78438, usa,19
78545, usa,19
78564, usa,23
78573, usa,23
78719, usa,21
78834, usa,28
78973, portugal,29
78996, usa,23
79089, usa,29
79182, usa,29
79527, canada,25
79556, united kingdom,27
79680, germany,26
79736, usa,26
79740, usa,24
79815, usa,25
79854, united kingdom,29
79942, australia,26
79961, usa,23
80036, usa,29
80071, usa,28
80453, usa,24
80555, united kingdom,20
80683, usa,27
80929, usa,21
81015, canada,15
81088, united kingdom,18
81138, canada,0
81207, portugal,20
81227, united kingdom,20
81263, china,17
81274, united kingdom,28
81298, usa,20
81303, usa,26
81318, usa,25
81352, usa,22
81368, usa,28
81460, usa,10
81484, usa,21
81492, usa,28
81854, usa,22
81865, canada,27
81927, usa,17
81950, austria,23
82123, usa,30
82171, belgium,26
82317, brazil,29
82673, usa,23
82751, canada,28
82808, australia,24
82831, usa,21
82882, usa,27
82901, usa,30
83135, usa,29
83239, canada,21
83587, usa,16
83743, united kingdom,30
83842, portugal,0
84033, brazil,20
84174, usa,27
84476, usa,16
84479, usa,25
84523,Global,30
84715, usa,22
84847, canada,30
84910, usa,20
85033, canada,30
85367, usa,17
85426, usa,23
85616, usa,25
85787, usa,21
85875, usa,30
85944, new zealand,23
85962, canada,20
85992, usa,18
86033, australia,26
86093, usa,25
86202, australia,26
86242, usa,24
86392, canada,25
86462, canada,29
86481, usa,29
86489, usa,26
86548, romania,24
86728, america,26
86819, usa,26
86906, usa,26
86959, usa,29
87155, usa,23
87351, usa,28
87707, france,23
87712, canada,19
87729, portugal,24
87747, canada,23
87875, usa,30
87911, usa,20
87929, usa,25
87938, malaysia,15
87974, usa,25
88006, usa,27
88066, usa,21
88122, usa,30
88283, germany,24
88299,Global,20
88320,Global,30
88435, philippines,19
88620, netherlands,27
88693, china,30
88793, usa,25
89207, united kingdom,26
89361, germany,25
89475, canada,26
89507, usa,30
89551, usa,29
89852, usa,23
89867, canada,28
90049, canada,30
90072, australia,27
90088, usa,28
90174, usa,30
90192, usa,30
90232, france,23
90286, australia,26
90614, usa,30
90653, usa,29
90743, usa,18
90776, usa,18
90793, united kingdom,30
91001, south africa,18
91113, usa,26
91203, united kingdom,30
91263, usa,24
91281, usa,18
91342, qatar,29
91405, usa,17
91425, united kingdom,22
91491, finland,26
91631,Global,0
91875, usa,24
92132, usa,20
92215, portugal,23
92316, usa,19
92405, germany,26
92547, usa,29
92693, usa,18
93018, spain,22
93092, canada,22
93363, usa,30
93364, usa,27
93413, usa,23
93453, usa,1
93631,Global,26
93872, usa,21
94209, canada,25
94242, spain,28
94263, usa,21
94376, usa,16
94494, usa,24
94513, usa,18
94519, van wert,25
94730, united kingdom,27
94787, usa,24
94818, canada,29
94843, usa,22
94853, new zealand,27
94865, germany,21
94931, usa,28
94965, usa,26
95025, usa,21
95049, portugal,25
95207, usa,25
95226, canada,30
95301, australia,19
95360, usa,29
95741, canada,29
95781,Global,26
95903, usa,27
95923, usa,17
95991, usa,28
96019, united kingdom,25
96054, canada,29
96422, usa,30
96440, usa,29
96466, usa,26
96474, usa,29
96475, portugal,26
96521, canada,23
96611, usa,22
96679, australia,27
96776, usa,28
96869, spain,28
96989, usa,30
97025, usa,13
97290, usa,24
97324, portugal,29
97330, usa,24
97423, usa,27
97694, canada,25
97833, netherlands,23
97906, usa,29
98297, finland,24
98376, usa,14
98440, usa,17
98484, usa,18
98525, usa,22
98628, kuwait,17
98633, usa,17
98647, malaysia,26
98723, usa,29
98741, usa,30
98758, canada,25
98783, usa,30
98787, australia,26
98904, usa,28
98952, usa,30
99032, usa,25
99067, usa,30
99136, usa,29
99196, usa,29
99281, usa,17
99312, usa,28
99314, canada,24
99347, usa,30
99523, romania,28
99616, usa,20
99630, usa,24
99955, usa,14
100004, usa,0
100066, usa,26
100088, united kingdom,26
100119, usa,27
100448, portugal,27
100590, usa,27
100594, canada,27
100644, germany,26
100782, united kingdom,30
100815, canada,30
100832, united kingdom,28
101041, usa,17
101081, malaysia,18
101242, netherlands,24
101305, usa,29
101381, usa,25
101566, usa,27
101696, usa,25
101851, usa,29
101882, usa,18
101978, usa,23
102032, usa,30
102117, usa,19
102129, usa,29
102189, usa,27
102335, usa,29
102375, united kingdom,27
102399, usa,25
102489, usa,16
102647, usa,14
102705, canada,22
102719, usa,27
102891, usa,12
103024, usa,30
103251, canada,21
103541, austria,24
103577, usa,30
103656, usa,28
103699, usa,25
103811, usa,25
103867, usa,25
104051, usa,29
104113, usa,24
104268, usa,28
104278,Global,29
104399, usa,29
104489, spain,26
104517, usa,27
104550, portugal,22
104588, usa,16
104624,Global,24
104657, usa,25
104665, usa,30
104812, usa,19
104864, usa,22
104880, usa,21
105028, malaysia,22
105054, canada,29
105128, usa,11
105221, usa,15
105263, usa,19
105335, canada,25
105360, usa,28
105374, canada,25
105476, spain,22
105517, canada,28
105536, usa,17
105627, canada,23
105937, usa,27
105979, usa,26
106007, usa,29
106078, usa,18
106179, spain,23
106208, philippines,22
106369, usa,30
106388, usa,27
106402, germany,28
106534, switzerland,18
106768, usa,23
106895, usa,29
107044, australia,24
107073, usa,23
107099, usa,27
107103, usa,27
107288, usa,25
107326, usa,28
107453, usa,18
107510, portugal,27
107594, canada,27
107718, usa,28
107726, usa,21
108005, usa,29
108130, usa,25
108143, usa,17
108155, usa,29
108197, usa,25
108243, usa,14
108285, usa,22
108480, venezuela,25
108622, usa,25
109107, usa,19
109115, usa,18
109135, usa,29
109287, canada,19
109363, usa,19
109388, usa,23
109403, canada,27
109416, usa,23
109461, usa,30
109516, usa,25
109727, usa,27
109741, germany,26
109779, usa,25
110029, united kingdom,27
110040, usa,23
110069, usa,18
110110, canada,25
110160, usa,30
110208, usa,29
110317, usa,22
110361, usa,29
110440, usa,29
110483, canada,30
110608, usa,22
110661, usa,27
111019, usa,21
111228, usa,18
111944, usa,23
111947, usa,30
112026, usa,17
112083, usa,25
112169, usa,18
112173, usa,30
112437, usa,26
112512, canada,27
112541, australia,22
112761, usa,29
112818,Global,15
112881, canada,18
113030, canada,25
113121, usa,27
113155, usa,28
113259, usa,30
113266, portugal,25
113270, usa,25
113279, usa,24
113537, germany,29
113586, usa,25
113817, australia,25
113859, usa,24
113955, usa,16
113966, usa,27
114018, usa,20
114178, japan,30
114197, canada,28
114217, malaysia,24
114258, usa,30
114378, usa,30
114413, usa,29
114414, usa,27
114446, united kingdom,26
114452, usa,26
114581, usa,23
114634, romania,23
114643, usa,29
114655, canada,23
114722, usa,22
114785, usa,29
115002, sweden,27
115097,Global,27
115120, usa,29
115148, canada,24
115224, usa,25
115392, sweden,30
115435, usa,30
115488, australia,22
115552, canada,30
115572, usa,23
115679, usa,16
115700, usa,29
115904, united kingdom,27
116005, canada,28
116123, usa,21
116223, usa,24
116301, usa,30
116521, usa,25
116599, iran,29
116931, usa,24
117111, canada,30
117115,Global,28
117130, usa,30
117255, usa,29
117384, far away...,29
117539, usa,30
117594, usa,26
117683, united kingdom,28
117719, usa,26
118135, portugal,29
118275, poland,24
118286, usa,28
118320, canada,29
118333, south africa,18
118434, australia,23
118528, usa,27
119066, australia,25
119179, usa,24
119248, usa,12
119364, usa,16
119541, usa,29
119575, canada,30
119650, usa,29
119654, canada,27
119725, united kingdom,24
120283, usa,22
120579, portugal,18
120610, united kingdom,24
120828, usa,27
120860, usa,2
120892, germany,20
120908, usa,27
121138, usa,28
121170, usa,30
121184, south korea,23
121606, malaysia,23
122048, usa,18
122086, canada,18
122321, usa,23
122440, canada,29
122506, usa,27
122716,Global,30
122901, usa,30
123130, usa,27
123143, portugal,28
123160,Global,30
123203, usa,29
123215, usa,27
123220,Global,25
123257, usa,20
123298, usa,19
123501, spain,27
123608, usa,17
123625, australia,22
123649, usa,27
123744, usa,25
123790, usa,25
123801, usa,29
123883, usa,18
123936, usa,25
124078, usa,25
124079, canada,24
124200, usa,25
124207, usa,27
124233, portugal,26
124298, usa,25
124378, usa,29
124617, france,29
124688, united kingdom,23
124717, netherlands,24
124867, usa,19
124876, usa,23
124888, spain,25
125039, usa,27
125143, usa,22
125171, usa,29
125203, canada,18
125216, usa,28
125217, usa,18
125303, germany,25
125396, usa,14
125474, austria,26
125692, usa,28
125698, canada,29
125734, usa,25
125736, usa,17
125798, united kingdom,25
126053, usa,16
126232, usa,29
126360, usa,21
126388, usa,26
126395, usa,28
126432, usa,26
126531, russia,23
126546, united kingdom,26
126604, usa,27
126677, usa,26
126695, usa,30
126697, usa,30
126824, usa,24
126827, united kingdom,30
126860, usa,28
127203, usa,20
127233, usa,29
127432, usa,22
127453, usa,21
127623, usa,27
127813, usa,23
127884, united kingdom,27
128214, usa,28
128257, usa,26
128331, usa,24
128404, usa,30
128434, usa,24
128506, usa,17
128588, usa,26
128622, usa,23
128653, germany,20
128669, canada,22
129073, usa,30
129338, usa,24
129393, finland,27
129444, usa,30
129489, canada,24
129494, usa,14
129716, usa,30
129883, usa,23
130199, usa,20
130258, usa,27
130543, canada,22
130570, singapore,25
130581, usa,18
130636, usa,20
130677, denmark,29
130705, australia,29
130793, usa,29
130806, canada,20
130952, canada,15
130978, usa,14
131046, usa,26
131057, usa,21
131108, usa,21
131154, usa,18
131202, usa,22
131238, usa,15
131363, norway,20
131437, new zealand,21
131441, france,18
131476, australia,29
131686, canada,27
132133, usa,23
132166, usa,28
132282, usa,23
132531, united kingdom,29
132582, italy,20
132687, usa,28
132901, usa,24
132930, united kingdom,29
133037, canada,18
133166, canada,23
133296, usa,23
133416, canada,25
133689, canada,29
133706, australia,30
133738, usa,28
133747, usa,28
133771,Global,28
133860, usa,28
133935, usa,28
134137, usa,27
134225, usa,25
134247, usa,26
134278, usa,23
134311, usa,23
134347, usa,26
134381, usa,25
134403, usa,18
134434, spain,25
134516, united kingdom,26
134556, spain,28
134684, usa,28
134761, usa,26
134784, usa,27
134837, malaysia,28
135045, usa,29
135277, canada,30
135351, usa,23
135458, canada,24
135624, kuwait,25
135652, usa,30
135653, usa,21
135673, iceland,26
136234, usa,27
136240, usa,20
136291, usa,23
136313, usa,27
136465,Global,18
136491, usa,18
136795, usa,17
137222, usa,26
137336, usa,26
137437, spain,26
137480, usa,25
137587, canada,28
137742, dominican republic,24
137803, italy,27
138124, united kingdom,24
138301, usa,29
138307, usa,24
138543, usa,21
138649, usa,29
138883, usa,16
139070, usa,30
139126, usa,27
139209, usa,23
139321, canada,27
139327, united kingdom,24
139387, canada,30
139462, united kingdom,30
139480, france,26
139524, usa,12
139548, usa,30
139636, malaysia,22
139706, usa,20
140069, canada,29
140167, usa,26
140184, united kingdom,23
140223, usa,27
140255, usa,21
140264, united kingdom,16
140293, usa,24
140410, usa,26
140605, netherlands,29
140662, usa,30
140842, germany,22
141016, germany,21
141070, usa,20
141089, usa,22
141109, portugal,28
141201, usa,29
141309, canada,27
141310, usa,21
141322, usa,21
141328, usa,29
141330, usa,27
141377, united kingdom,25
141511, usa,30
141518,Global,27
141601, france,29
141888, usa,19
141994, usa,30
142556, portugal,29
142584, usa,21
142626, usa,0
142672, canada,30
142680, usa,26
142801, usa,17
142823, australia,29
142974, canada,25
143009, usa,30
143134, usa,27
143163, usa,26
143175, usa,28
143253, usa,27
143427, usa,24
143792, united kingdom,25
143807, usa,23
143809, usa,21
143837, usa,28
143875, usa,29
143909, germany,26
143964, usa,26
144062, usa,16
144194, usa,21
144223, usa,20
144229, canada,25
144707, usa,23
145198, usa,28
145474, usa,14
145543, usa,28
145558, france,30
145644, malaysia,24
146026, usa,25
146083, usa,29
146175, usa,27
146281, usa,28
146298, france,25
146386, usa,14
146517, turkey,22
146722, germany,28
146932, usa,30
147045, usa,28
147101, usa,26
147141, usa,21
147404, usa,27
147649, france,25
147687, usa,17
147752, usa,27
147764, usa,29
147851, usa,22
148123, canada,28
148124, usa,26
148142, united kingdom,21
148153, netherlands,26
148314, canada,29
148378, usa,20
148662, usa,25
148695, usa,26
148863, usa,0
148898, usa,24
149069, usa,30
149198, usa,17
149483, usa,25
149484, usa,23
149647, spain,27
149893,Global,25
149908, united kingdom,29
149909, malaysia,22
150026, usa,25
150067, usa,29
150088, usa,29
150124, usa,30
150297, finland,24
150554, usa,15
150567, united kingdom,28
150627, usa,24
150657, usa,26
150663, usa,24
150704,Global,24
150762, spain,29
150890, usa,19
150896, usa,30
151043, usa,20
151068, australia,28
151262, usa,24
151370, romania,23
151702, usa,18
151780, usa,26
151787, usa,16
151790, usa,26
151799, usa,27
151800, usa,25
152016, usa,29
152099, usa,14
152206, usa,16
152428, new zealand,26
152483, portugal,18
152548, usa,30
152579, malaysia,22
152617, usa,27
152645, usa,28
152651, usa,24
152946, portugal,25
152971, usa,27
153054, usa,20
153079, spain,26
153091, portugal,26
153115, usa,30
153211, canada,28
153215, usa,28
153466, australia,30
153621, spain,29
153718, usa,27
153869, germany,22
153927, usa,26
154003, canada,30
154244, usa,28
154346,Global,24
154543, usa,29
154553, usa,23
154675, usa,29
154773, usa,30
154975, usa,29
155146, usa,21
155154, canada,24
155219, usa,29
155343, malaysia,26
155376, usa,20
155495, usa,26
155680, portugal,22
156534, united kingdom,26
156706, usa,19
157065, germany,19
157127, usa,26
157468, spain,17
157787, netherlands,23
158033, usa,24
158100, usa,27
158226, norway,26
158254, usa,28
159040, usa,14
159211,Global,30
159440, france,27
159455, kuwait,19
159506, usa,28
159834, usa,19
159854, usa,2
160009, usa,16
160168, canada,29
160378, usa,19
160401, usa,30
160434, usa,29
160509, malaysia,21
160511, usa,26
160548,Global,22
160558, usa,28
160571, france,29
160574, usa,27
160681, usa,28
160939, canada,25
161039, canada,30
161041, portugal,24
161211, usa,25
161348, usa,17
161391, usa,27
161476, canada,26
161533, usa,27
161677, usa,26
161755, usa,26
161872, usa,27
161974, usa,25
162019, usa,19
162085, canada,21
162092, usa,26
162205, china,28
162311, usa,22
162376, usa,23
162380, canada,28
162473, canada,29
162519, canada,29
162562, usa,29
162564, usa,28
162596, usa,30
162610, usa,29
162662, canada,30
162671, canada,19
162715, usa,24
162762, usa,25
162856, usa,30
162886, portugal,29
163148, netherlands,28
163169, usa,27
163202, usa,26
163302, philippines,23
163307, usa,24
163326, usa,28
163358, canada,21
163467, usa,28
163488, usa,24
163600, usa,17
163776, usa,29
163851, usa,26
164096, portugal,29
164105, usa,28
164140, usa,25
164581,Global,30
164762, usa,29
164799, usa,29
164870, spain,28
164926, usa,25
164944, france,23
165232, usa,23
165267, usa,27
165319, usa,28
165452, usa,28
165512, united kingdom,28
165516, usa,26
165549, germany,27
165576, usa,22
165866, usa,27
166492, usa,19
166646, usa,30
166767, israel,25
166828, usa,29
166830, usa,24
166922, united kingdom,26
167052, netherlands,29
167056, usa,21
167131, usa,30
167327, germany,29
167389, usa,13
167442, canada,18
167471, canada,29
167478, australia,28
167484, usa,30
167494, usa,20
167507, united kingdom,21
167517, italy,25
167521, united kingdom,23
167587,Global,22
167644, usa,25
167761, usa,24
167782, usa,20
167925, spain,26
168029, usa,15
168047, usa,28
168275, usa,21
168413, usa,26
168464, usa,11
168500, usa,30
168642, usa,24
168813, usa,23
168954, usa,29
168999, usa,28
169006, canada,27
169233, usa,27
169360,Global,25
169457,Global,24
169563, canada,29
169600, portugal,28
169682, usa,26
169692, united kingdom,22
169727, malaysia,23
169781, usa,21
170264, usa,23
170415, usa,30
170469, australia,24
170499, usa,26
170567, usa,29
171011, usa,13
171295, usa,27
171389, finland,26
171436, usa,29
171506, usa,30
171758, usa,13
171783, usa,20
171846, austria,28
171904, spain,28
171968, usa,23
171972, canada,19
172010, usa,21
172030, usa,30
172061, usa,25
172115, usa,23
172119, usa,28
172331, usa,27
172370, usa,24
172374, usa,20
172406, usa,29
172486,Global,26
172512, usa,25
172676, usa,29
172760, usa,29
172783, usa,29
172837, malaysia,16
173122, usa,28
173131, australia,25
173291, usa,29
173650, canada,27
